ID,Name,Learning preference,Assessment 1,Assessment 2,Quiz 1,Quiz 2,Beginner lecture 1,Beginner lecture 2,Beginner lecture 3,Medium lecture 1,Medium lecture 2,Medium lecture 3,Advanced lecture 1,Advanced lecture 2,Advanced lecture 3,Beginner lesson 1,Beginner lesson 2,Beginner lesson 3,Medium lesson 1,Medium lesson 2,Medium lesson 3,Advanced lesson 1,Advanced lesson 2,Advanced lesson 3,Beginner hands-on 1,Beginner hands-on 2,Beginner hands-on 3,Medium hands-on 1,Medium hands-on 2,Medium hands-on 3,Advanced hands-on 1,Advanced hands-on 2,Advanced hands-on 3,Overall Score,Overall Performance
01HNCCSN0NJZBAZ2DVEYWBZ33G,Danica Rubenov,Auditory,5,77,9,23,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,45.6,Poor
01HNCCSN0QD506DY9BA7GQ63DK,Rusty Barhims,Kinesthetic,52,31,17,7,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,42.8,Poor
01HNCCSN8TB2S01TZYZTZQKZ0Y,Vale Lipscombe,Auditory,34,6,11,23,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,29.6,Poor
01HNCCSN8X93BVGT1JCY5XYEPS,Filippa Swaffer,Kinesthetic,18,76,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,39.6,Poor
01HNCCSN8ZDCN2PCFS8X10BHV5,Hadrian Nesby,Visual,19,80,3,14,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,46.400000000000006,Poor
01HNCCSN92KXH2AXBZNT2V564S,Danya Fydoe,Visual,23,67,1,2,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,37.2,Poor
01HNCCSN94PW9FVKF2YJNHEFMM,Rene Sheach,Visual,11,86,18,7,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,48.8,Poor
01HNCCSN97W97CCD1GBVTQJHF8,Harman Sevior,Auditory,71,36,14,8,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,51.6,Average
01HNCCSN99GPKVECSQQ4MBS40H,Lorne Morewood,Kinesthetic,96,0,18,24,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,55.2,Average
01HNCCSN9B3TXJP2WZZKHR7J3E,Briana Hannant,Auditory,94,80,23,13,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,84.0,Good
01HNCCSN9ETH7RV6RWBVXFR6FQ,Carine Berthomier,Auditory,50,30,14,9,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,41.2,Poor
01HNCCSN9GNENCKWBS5HPE7TJZ,Gradeigh Pachmann,Auditory,11,40,23,11,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,34.0,Poor
01HNCCSN9K4TXQAEW5KRGBCBPA,Bella Talboy,Auditory,12,13,1,17,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17.2,Poor
01HNCCSN9N9ZSNCVZM9MMAYYXW,Ansley Collyear,Kinesthetic,54,92,20,13,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,71.6,Good
01HNCCSN9R84E5N3RQ4940S5T9,Roxanne Provis,Auditory,80,72,12,21,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,74.0,Good
01HNCCSN9T53462ABZ866VV7H0,Hurley Rylance,Kinesthetic,87,38,14,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,64.8,Average
01HNCCSN9XFERX0JFVQ2J7C0T4,Ulrich Haggidon,Auditory,35,59,7,17,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,47.2,Poor
01HNCCSN9ZKZK0T1R29Z6WJ332,Cesaro Rangle,Kinesthetic,27,68,20,6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,48.4,Poor
01HNCCSNA1D1M47BA5G8BBSAS9,Nicholle Porcas,Kinesthetic,58,54,12,12,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,54.400000000000006,Average
01HNCCSNA4PJGV0GP2F7536BKA,Vonny Patey,Kinesthetic,66,22,19,7,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,45.6,Poor
01HNCCSNA6BAX2KEE2WTSV4CM6,Ruy Brazelton,Visual,3,51,24,20,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,39.2,Poor
01HNCCSNA9DMWFQ44D0WCMGK6A,Vally McNirlin,Visual,54,12,8,15,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,35.6,Poor
01HNCCSNABAS2KDTHRWPAKTRBN,Eileen Crum,Auditory,22,27,7,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,22.4,Poor
01HNCCSNAE0ES3AR201K93AV5N,Robin Rands,Auditory,5,10,21,7,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,17.2,Poor
01HNCCSNAGEM5R30Y3TR7683QB,Trip Peerman,Visual,13,78,9,14,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,45.6,Poor
01HNCCSNAK6PZ74AYXXFXEST31,Carolin Tunn,Kinesthetic,92,69,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,68.4,Average
01HNCCSNAN00X5NB0ZZGD8XD3R,Hedi McVanamy,Visual,68,47,14,13,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,56.8,Average
01HNCCSNARMHJDQKEXBR9DGWNH,Clarke Roote,Kinesthetic,71,75,15,21,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,72.8,Good
01HNCCSNATQHZ1ST54V9HBKG8H,Asher Dillon,Visual,24,8,16,9,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,22.8,Poor
01HNCCSNAX9ZZCRGXA8GZFKSXN,Brietta Grissett,Visual,97,4,11,15,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,50.8,Average
01HNCCSNAZ91ZTB5V0VJZVZJKH,Dawn Pashbee,Auditory,36,52,13,24,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50.0,Average
01HNCCSNB2TDAXF4KPQHTMR081,Sylvan Battrick,Auditory,83,8,24,2,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,46.8,Poor
01HNCCSNB4GJDT64E7M096M6RR,Nina Faas,Kinesthetic,36,35,14,14,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,39.6,Poor
01HNCCSNB6H99CADMXK81548K8,Honoria Dallaway,Auditory,67,98,0,11,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,70.39999999999999,Good
01HNCCSNB93N92VJQ52PS58543,Adham McCarthy,Kinesthetic,84,40,13,6,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,57.2,Average
01HNCCSNBC2V4KEXHMNPQ7VGAY,Alisun Barz,Kinesthetic,84,93,8,14,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,79.60000000000001,Good
01HNCCSNBEPQ0NBZVJJZW2BN68,Ora Busen,Auditory,35,1,7,9,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,20.8,Poor
01HNCCSNBHQPJ98HD9N1BXWVCB,Eldon Wrighton,Auditory,83,62,0,11,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,62.4,Average
01HNCCSNBKW3CDRGT1C0G0SZHR,Nathanael Knyvett,Kinesthetic,33,36,7,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,32.0,Poor
01HNCCSNBPM7W00Z8FT47ZSXQN,Lucinda Pinckstone,Kinesthetic,46,96,4,24,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,68.0,Average
01HNCCSNBR764SC6XTWP90JZK8,Godwin Ciobutaro,Visual,59,79,16,18,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,68.8,Average
01HNCCSNBVCG60BCRCG8YJGSQY,Ken Cersey,Auditory,27,37,17,24,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,42.0,Poor
01HNCCSNBXQ052V9DJK8GX3HSY,Giorgia Hulson,Kinesthetic,26,57,15,2,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,40.0,Poor
01HNCCSNC0287RP0R1M02W6BYS,Alick Dorey,Visual,62,19,19,23,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,49.2,Poor
01HNCCSNC2WR857FJRRXM8YSH8,Ethelyn Rominov,Kinesthetic,27,5,23,2,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,22.8,Poor
01HNCCSNC51HF5VR13PA9A0T73,Beverly Torbet,Auditory,18,7,15,5,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,18.0,Poor
01HNCCSNC83BKRHPN9CEHK8AG2,Amabelle Atcheson,Auditory,28,77,12,14,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,52.400000000000006,Average
01HNCCSNCA9ZKCMY4CGXYX268N,Karel De Hoogh,Auditory,49,98,24,20,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,76.4,Good
01HNCCSNCDAMZA1NMJ3Q2K24YK,Shea Bent,Visual,39,50,2,3,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,37.6,Poor
01HNCCSNCFXY60KW19WTJTY4TM,Jaye Premble,Auditory,71,20,15,22,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,51.2,Average
01HNCCSNCJ8C3YXX5TYN4FDSCH,Anderea Greig,Visual,58,97,21,10,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,74.4,Good
01HNCCSNCM1B0CNZ6TBHVCEYEC,Waneta Rambadt,Auditory,67,75,4,18,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,65.60000000000001,Average
01HNCCSNCQBGSF2C8W1KFCBNQW,Powell Toffaloni,Visual,89,21,8,15,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,53.2,Average
01HNCCSNCSXQP4V9WR9KQX51DP,Christoforo Prenty,Kinesthetic,69,75,10,19,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,69.19999999999999,Average
01HNCCSNCW7SF7CP4NXG778CD1,Morna Eveque,Visual,21,54,4,17,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,38.4,Poor
01HNCCSNCZ8CPCPD5JG5XZ9PET,Rickert Helleker,Auditory,78,39,24,21,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,64.8,Average
01HNCCSND2X55CRDAM1XFRX1A2,Harlen Ladewig,Visual,77,4,2,19,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,40.8,Poor
01HNCCSND5G1XZ1A1STJ5XVXZR,Herminia Danet,Visual,80,99,19,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,79.2,Good
01HNCCSND9GHBNMKH3XCZN33VZ,Gray Demsey,Kinesthetic,58,5,13,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,31.2,Poor
01HNCCSNDBC3QJ6WTWY079ZVWV,Audrie Cochet,Visual,97,50,1,9,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,62.8,Average
01HNCCSNDDF94WPVP8G7SXSXYN,Amitie Donovin,Visual,72,19,18,19,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,51.2,Average
01HNCCSNDHMXEVSSY7G91PDXFV,Elnar Rizzo,Visual,7,58,9,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,29.6,Poor
01HNCCSNDMQDV93VM5WANZFNA5,Jervis Tallis,Visual,48,100,5,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,62.0,Average
01HNCCSNDR3PDKVN0PWAEGHPG0,Leola Bahia,Auditory,93,28,23,18,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,64.8,Average
01HNCCSNDW6MKQ031XV9WKVAKY,Janaye Richardet,Kinesthetic,93,32,19,11,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,62.0,Average
01HNCCSNDYTA5J66V08TGF2TY7,Simeon Daniellot,Auditory,33,21,13,9,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,30.4,Poor
01HNCCSNDZ7G2QGG8CD0TH5CGQ,Brynn Nottingham,Auditory,47,34,17,20,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,47.2,Poor
01HNCCSNE1529QCHJN4QHNPDRK,Mareah Matiashvili,Visual,30,67,12,16,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,50.0,Average
01HNCCSNE5WA97WNCSN00RXB6P,Violetta Dalyiel,Auditory,74,54,4,24,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,62.4,Average
01HNCCSNE8WDKXPT233VZQS84H,Ravi Mallock,Visual,75,27,10,3,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,46.0,Poor
01HNCCSNECSZFK74ZDQB6Y5FGY,Pieter Cuttelar,Kinesthetic,45,50,8,11,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,45.6,Poor
01HNCCSNEGRSBHBWPFNPA2C1ME,Ardyth Loachhead,Auditory,29,55,3,22,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,43.6,Poor
01HNCCSNEMDM1CC8C04QGMSV92,Ernestus Fowler,Kinesthetic,20,91,0,8,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,47.6,Poor
01HNCCSNER8P79Y7TMBDCEATZD,Sylvia Bountiff,Visual,61,58,13,19,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,60.4,Average
01HNCCSNEWN5MF82XNDCFJ2Q26,Leticia Kerfod,Kinesthetic,60,100,16,22,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,79.2,Good
01HNCCSNF0XY19T0C1K3VP1J91,Hildegaard Tosh,Auditory,2,51,22,7,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,32.800000000000004,Poor
01HNCCSNF3ZRMQ8CP9M4SJD03M,Karl Suttling,Kinesthetic,71,92,12,7,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,72.8,Good
01HNCCSNF5S0SQFC03Y350JW42,Evita Posnette,Auditory,30,13,0,5,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.2,Poor
01HNCCSNF9AXD3SZB2YZACXC5T,Andee Fisbburne,Auditory,39,77,12,7,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,54.0,Average
01HNCCSNFBXW3WCBNP8CN1QXYN,Claudine Gryglewski,Visual,73,90,19,6,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,75.2,Good
01HNCCSNFC6B4D0D1SQR80488X,Regen Morris,Auditory,54,8,17,14,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,37.2,Poor
01HNCCSNFF26VAYE1NY1DJ2XNC,Jessi Bercevelo,Visual,86,91,14,14,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,82.0,Good
01HNCCSNFHG1S7F14YT86ETFXX,Oswald Carlyon,Kinesthetic,82,44,0,25,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,60.4,Average
01HNCCSNFMDYQ267E6E56HBSPP,Micah Brickham,Kinesthetic,47,42,2,2,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,37.2,Poor
01HNCCSNFQD5G8RGS5ETJ83CDE,Waylan O'Hern,Kinesthetic,97,56,1,15,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,67.60000000000001,Average
01HNCCSNFTACNXWFYD7PKP6PNX,Alister Veschi,Kinesthetic,17,32,19,24,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,36.8,Poor
01HNCCSNFZGFN7EYKSG7NE59YY,Corly Slite,Auditory,64,39,12,22,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,54.8,Average
01HNCCSNG3B60D3AFC1KZGEPYE,Kylen Petras,Kinesthetic,66,10,14,13,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,41.2,Poor
01HNCCSNG6FTX6MQWFZDGR0HTR,Heddi Runnicles,Visual,70,48,14,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,52.8,Average
01HNCCSNG90Z51M7C4GKFZNFKK,Dedie Tebboth,Visual,2,47,8,21,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,31.2,Poor
01HNCCSNGDZDSSZYA070KGJ87D,Amy Aynold,Visual,35,58,24,15,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,52.8,Average
01HNCCSNGGJQT08TPP6YSABWM2,Ted Bonsul,Auditory,60,96,0,9,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,66.0,Average
01HNCCSNGJKH06NJ6TDPC13RZW,Catie Scamaden,Auditory,40,88,12,19,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,63.6,Average
01HNCCSNGMDKC5J4XCFRH0YRNC,Malynda Wickendon,Auditory,8,100,15,19,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,56.8,Average
01HNCCSNGQ8BFA0JW409PP1FK6,Roch Radbone,Auditory,53,75,4,8,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,56.00000000000001,Average
01HNCCSNGVQ9D43DEEZME09TXY,Bianka Grason,Kinesthetic,20,58,18,23,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,47.6,Poor
01HNCCSNGYPTNYTVES31CA2BZH,Tabby Brearty,Auditory,78,54,15,3,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,60.0,Average
01HNCCSNH2PWSRVFX73QHS97MT,Pierce Errichelli,Auditory,45,17,7,13,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,32.800000000000004,Poor
01HNCCSNH60GGYHJJTQ8PKF542,Karole Stair,Visual,64,93,16,18,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,76.4,Good
01HNCCSNH8VBVQD33YDCCJ6Q9R,Cordie Aspy,Auditory,50,36,10,19,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,46.0,Poor
01HNCCSNHCB2WH24VH12SQ9FPJ,Lothario Kernley,Visual,87,68,4,13,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,68.8,Average
01HNCCSNHE1S95B5614JFTF5R2,Camila Smalls,Visual,81,90,25,20,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,86.4,Excellent
01HNCCSNHGWN7F1G0E53MPSMNT,Jourdan Grinyov,Visual,22,87,6,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,46.400000000000006,Poor
01HNCCSNHJWAG34J9Q8WTJSV2V,Maddy Graysmark,Auditory,25,58,16,3,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,40.8,Poor
01HNCCSNHM2EW2XHA29H4A18TF,Blanca Colbertson,Auditory,71,41,13,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,50.4,Average
01HNCCSNHP4NCEF3EBCAZECZ3F,Winny Bartusek,Auditory,46,100,23,19,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,75.2,Good
01HNCCSNHR4XAWT4ZEEDYETCVK,Misti Ethridge,Auditory,12,90,16,17,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,54.0,Average
01HNCCSNHVYZT0X45W29BRZVV3,Cale Woodage,Visual,76,86,4,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,67.60000000000001,Average
01HNCCSNHX3B2RRGFDP83DN5V3,Guntar Engledow,Auditory,14,42,9,21,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,34.4,Poor
01HNCCSNHZSJZG6YV4XFXRG1VG,Devan Wallach,Visual,18,67,7,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,46.0,Poor
01HNCCSNJ06AVAQ5JSKRZQ18VS,Corbin Sunnucks,Kinesthetic,84,58,24,19,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,74.0,Good
01HNCCSNJ23C6YEWCR80RAHTM3,Bartlet Croxall,Visual,98,19,19,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,54.400000000000006,Average
01HNCCSNJ4NEYEEM6ZRNHWWC1H,Lenard Leyson,Kinesthetic,42,95,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,55.2,Average
01HNCCSNJ7QXHP254W1VSTZ69B,Myrtie De Vries,Kinesthetic,93,91,22,18,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,89.60000000000001,Excellent
01HNCCSNJABBDA73JJ08Y1C73C,Hannie Everly,Auditory,31,57,13,13,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,45.6,Poor
01HNCCSNJE2CYT9M6ZH7Y96A36,Leena Gregorace,Visual,100,21,24,20,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,66.0,Average
01HNCCSNJHFNX4V6F79H32ZWSD,Talia Ferruzzi,Visual,92,8,10,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,44.4,Poor
01HNCCSNJNY8BABA15AKE3VT44,Lyman Mc Mechan,Visual,0,57,25,16,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,39.2,Poor
01HNCCSNJSAYQ79BMJ0MZ9N7EC,Reggie Bake,Visual,59,75,4,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,57.6,Average
01HNCCSNJWQQ64QQS46AG7FXGB,Hannah Mensler,Kinesthetic,52,84,7,18,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,64.4,Average
01HNCCSNJZCHXYQKMA88Z614D3,Gilemette O' Connell,Auditory,34,40,9,10,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,37.2,Poor
01HNCCSNK2S2VQ9G8DHSNRSHVG,Raoul Chifney,Auditory,77,60,9,22,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,67.2,Average
01HNCCSNKRK0N3DQ9Z1VC7KTE2,Geraldine Goodrum,Visual,60,66,11,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,54.8,Average
01HNCCSNKXMAD57GST73MQ9FSG,Hayes Blackmoor,Auditory,30,13,21,22,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,34.4,Poor
